AAAAAHiiAA.=auth.dnsresearch.ddns.net, 1
AAAAAHiiAA.=auth.dnsresearch.ddns.net, 1
z2yFgAABADQ3M0JCRkExNjIzQjRDRDlBRTU1QjIzNkJCQUZBNzRDRUQ0NkNCRDQ.=auth.dnsresearch.ddns.net, 1
z2yFgAABADQ3M0JCRkExNjIzQjRDRDlBRTU1QjIzNkJCQUZBNzRDRUQ0NkNCRDQ.=auth.dnsresearch.ddns.net, 1
z2zVif5bAHNzaA.=connect.dnsresearch.ddns.net, 1
z2zVif5bAHNzaA.=connect.dnsresearch.ddns.net, 1
z2wAAAABBA.dnsresearch.ddns.net, 1
z2wAAAACCFNTSC0yLjAtT3BlblNTSF84LjJwMSBVYnVudHUtNHVidW50dTAuNA0.K.dnsresearch.ddns.net, 1
z2wAAAADBA.dnsresearch.ddns.net, 1
z2wAAAABBA.dnsresearch.ddns.net, 1
z2wAAQAEBA.dnsresearch.ddns.net, 1
z2wAAAAFCAAABeQKFKDT38QjDMykTst5O9lhdFUAAADxY3VydmUyNTUxOS1zaGE.yNTYsY3VydmUyNTUxOS1zaGEyNTZAbGlic3NoLm9yZyxlY2RoLXNoYTItbmlzdH.AyNTYsZWNkaC1zaGEyLW5pc3RwMzg0LGVjZGgtc2hh.dnsresearch.ddns.net, 1
z2wAAAAGBA.dnsresearch.ddns.net, 1
z2wAAAAHCDItbmlzdHA1MjEsZGlmZmllLWhlbGxtYW4tZ3JvdXAtZXhjaGFuZ2U.tc2hhMjU2LGRpZmZpZS1oZWxsbWFuLWdyb3VwMTYtc2hhNTEyLGRpZmZpZS1oZW.xsbWFuLWdyb3VwMTgtc2hhNTEyLGRpZmZpZS1oZWxs.dnsresearch.ddns.net, 1
z2wAAAAIBA.dnsresearch.ddns.net, 1
z2wAAAAJCG1hbi1ncm91cDE0LXNoYTI1NixleHQtaW5mby1jAAAB9GVjZHNhLXN.oYTItbmlzdHAyNTYtY2VydC12MDFAb3BlbnNzaC5jb20sZWNkc2Etc2hhMi1uaX.N0cDM4NC1jZXJ0LXYwMUBvcGVuc3NoLmNvbSxlY2Rz.dnsresearch.ddns.net, 1
z2wAAAAKBA.dnsresearch.ddns.net, 1
z2wAAAALCGEtc2hhMi1uaXN0cDUyMS1jZXJ0LXYwMUBvcGVuc3NoLmNvbSxlY2R.zYS1zaGEyLW5pc3RwMjU2LGVjZHNhLXNoYTItbmlzdHAzODQsZWNkc2Etc2hhMi.1uaXN0cDUyMSxzay1lY2RzYS1zaGEyLW5pc3RwMjU2.dnsresearch.ddns.net, 1
z2wAAAAMBA.dnsresearch.ddns.net, 1
z2wAAAANCC1jZXJ0LXYwMUBvcGVuc3NoLmNvbSxzc2gtZWQyNTUxOS1jZXJ0LXY.wMUBvcGVuc3NoLmNvbSxzay1zc2gtZWQyNTUxOS1jZXJ0LXYwMUBvcGVuc3NoLm.NvbSxyc2Etc2hhMi01MTItY2VydC12MDFAb3BlbnNz.dnsresearch.ddns.net, 1
z2wAAAAOBA.dnsresearch.ddns.net, 1
z2wAAAAPCGguY29tLHJzYS1zaGEyLTI1Ni1jZXJ0LXYwMUBvcGVuc3NoLmNvbSx.zc2gtcnNhLWNlcnQtdjAxQG9wZW5zc2guY29tLHNrLWVjZHNhLXNoYTItbmlzdH.AyNTZAb3BlbnNzaC5jb20sc3NoLWVkMjU1MTksc2st.dnsresearch.ddns.net, 1
z2wAAAAQBA.dnsresearch.ddns.net, 1
z2wAAAARCHNzaC1lZDI1NTE5QG9wZW5zc2guY29tLHJzYS1zaGEyLTUxMixyc2E.tc2hhMi0yNTYsc3NoLXJzYQAAAGxjaGFjaGEyMC1wb2x5MTMwNUBvcGVuc3NoLm.NvbSxhZXMxMjgtY3RyLGFlczE5Mi1jdHIsYWVzMjU2.dnsresearch.ddns.net, 1
z2wAAAASCC1jdHIsYWVzMTI4LWdjbUBvcGVuc3NoLmNvbSxhZXMyNTYtZ2NtQG9.wZW5zc2guY29tAAAAbGNoYWNoYTIwLXBvbHkxMzA1QG9wZW5zc2guY29tLGFlcz.EyOC1jdHIsYWVzMTkyLWN0cixhZXMyNTYtY3RyLGFl.dnsresearch.ddns.net, 1
z2wAAAATCHMxMjgtZ2NtQG9wZW5zc2guY29tLGFlczI1Ni1nY21Ab3BlbnNzaC5.jb20AAADVdW1hYy02NC1ldG1Ab3BlbnNzaC5jb20sdW1hYy0xMjgtZXRtQG9wZW.5zc2guY29tLGhtYWMtc2hhMi0yNTYtZXRtQG9wZW5z.dnsresearch.ddns.net, 1
z2wAAAAUCHNoLmNvbSxobWFjLXNoYTItNTEyLWV0bUBvcGVuc3NoLmNvbSxobWF.jLXNoYTEtZXRtQG9wZW5zc2guY29tLHVtYWMtNjRAb3BlbnNzaC5jb20sdW1hYy.0xMjhAb3BlbnNzaC5jb20saG1hYy1zaGEyLTI1Nixo.dnsresearch.ddns.net, 1
z2wAAAAVCG1hYy1zaGEyLTUxMixobWFjLXNoYTEAAADVdW1hYy02NC1ldG1Ab3B.lbnNzaC5jb20sdW1hYy0xMjgtZXRtQG9wZW5zc2guY29tLGhtYWMtc2hhMi0yNT.YtZXRtQG9wZW5zc2guY29tLGhtYWMtc2hhMi01MTIt.dnsresearch.ddns.net, 1
z2wAAAAWCGV0bUBvcGVuc3NoLmNvbSxobWFjLXNoYTEtZXRtQG9wZW5zc2guY29.tLHVtYWMtNjRAb3BlbnNzaC5jb20sdW1hYy0xMjhAb3BlbnNzaC5jb20saG1hYy.1zaGEyLTI1NixobWFjLXNoYTItNTEyLGhtYWMtc2hh.dnsresearch.ddns.net, 1
z2wAAAAXCDEAAAAabm9uZSx6bGliQG9wZW5zc2guY29tLHpsaWIAAAAabm9uZSx.6bGliQG9wZW5zc2guY29tLHpsaWIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA.dnsresearch.ddns.net, 1
z2wAAAACCFNTSC0yLjAtT3BlblNTSF84LjJwMSBVYnVudHUtNHVidW50dTAuNA0.K.dnsresearch.ddns.net, 1
z2wAAAADBA.dnsresearch.ddns.net, 1
z2wAAgAYBA.dnsresearch.ddns.net, 1
z2wAAQAEBA.dnsresearch.ddns.net, 1
